yyyy,public,all_stock,horz,domestic,relsize,bidder_mtb,bidder_lev,bidder_tang,bidder_cash,bidder_rd,rate,post,lbidder_size,med_mtb_sect
1996,0,1,0,1,.41999999,2.167949,.14125006,.18014428,.038137518,0,.073899999,0,3.9120231,2.7638078
1996,1,0,1,1,1.5362316,1.6970371,.34341753,.30995402,.0062820939,0,.0766,0,9.0881729,2.7638078
1996,0,0,1,1,.69522727,1.9898194,.63266879,.11593477,.03563774,0,.074600004,0,5.5759492,2.7638078
1996,1,0,1,1,1.2593796,1.3654702,.45154631,.37027544,.36279777,0,.077100001,0,5.6131282,2.7638078
1996,1,0,1,1,.012131015,1.8206958,.43403569,1.6636443,.0040745912,0,.071000002,0,7.8131871,2.7638078
1996,0,1,0,1,.57856673,1.3855401,.041743197,.13391218,.000083486397,0,.0766,0,2.4342711,2.7638078
1996,1,0,0,1,2.452492,1.855561,.21787119,.18446746,.035611164,0,.0735,0,5.7462034,2.7638078
1996,0,0,0,1,.94573641,1.1651044,.64426911,.87187558,.14164621,0,.074200004,0,4.8598123,2.7638078
1996,1,1,0,1,.90091789,8.6952887,.000173904,.083349898,.62406838,.026508,.0766,0,5.3327188,2.7638078
1996,0,0,1,1,.19950432,1.855561,.21787119,.18446746,.035611164,0,.071000002,0,6.8330317,2.7638078
1996,0,1,0,1,.067555554,2.167949,.14125006,.18014428,.038137518,0,.074600004,0,3.8066626,2.7638078
1996,0,0,0,1,3.638814,1.480859,.43441573,.60891515,.024656776,0,.074200004,0,2.6973262,2.7638078
1996,1,1,1,1,.4823612,2.3012185,.25780252,1.3993638,.022265652,0,.076200001,0,10.439571,2.7638078
1996,1,0,1,1,.52168357,1.7608935,.43386516,.12563989,.06348452,0,.076200001,0,5.2993069,2.7638078
1996,1,1,0,1,5.222661,3.3168042,.68527186,.71492547,.15540488,0,.0766,0,5.4510384,2.7638078
1996,1,1,0,1,.43034244,2.3301489,.38747674,.70479786,.027412066,0,.076200001,0,8.4740772,2.7638078
1996,1,0,1,1,.26276192,1.7814944,.70566416,.073330216,.5162769,0,.076200001,0,5.3471074,2.7638078
1997,0,1,0,1,.06720268,1.2508552,.53421229,.43006554,.0020623109,0,.075800002,0,9.3876495,2.8089182
1997,0,1,0,1,.012842297,2.1721432,.0722178,.48705029,.099045344,.081233978,.068700001,0,10.831984,2.8089182
1997,0,0,0,1,1.3383085,1.499728,.66335791,.27505183,.049412712,0,.067600004,0,5.3033047,2.8089182
1997,1,1,1,1,.21064854,2.3106711,.24821052,.60484213,0,0,.07,0,7.5559049,2.8089182
1997,0,1,0,1,.057265624,2.0679858,.27183363,1.2254249,.00340775,0,.077299997,0,4.8520303,2.8089182
1997,0,0,0,1,.23076923,1.599403,.0020298511,.18925373,.0032238809,0,.067600004,0,2.5649493,2.8089182
1997,1,1,1,1,.10485777,2.9908285,.4854902,.63617915,.13537896,0,.067600004,0,9.0650835,2.8089182
1997,0,0,1,1,.3455964,3.0252929,.0056799869,.21672031,.21298295,0,.071400002,0,7.1098795,2.8089182
1997,0,0,0,1,.51748878,4.399776,.001777924,.14119856,.048553742,0,.075800002,0,6.1003189,2.8089182
1997,1,1,0,1,.20707148,1.7296005,.74676675,.40819141,.48020601,0,.068700001,0,7.1708884,2.8089182
1997,1,0,0,1,.039398681,2.1721432,.0722178,.48705029,.099045344,.081233978,.0722,0,10.743221,2.8089182
1997,0,0,0,1,.73341835,2.7112634,.54738885,.1700401,.012607278,0,.075500004,0,7.3575563,2.8089182
1997,1,0,0,1,.016447317,1.9464518,.34381345,1.3919369,.010540836,.003175264,.074099995,0,10.678238,2.8089182
1997,1,1,1,1,.088603057,1.5088671,.24184808,.21561675,.011213838,0,.068700001,0,10.260602,2.8089182
1997,1,1,0,1,.039614521,1.5088671,.24184808,.21561675,.011213838,0,.07,0,10.30685,2.8089182
1997,1,0,0,1,.57952815,1.5948235,.69789058,.47077826,.36952859,0,.067600004,0,6.767343,2.8089182
1997,0,0,0,1,.55826926,3.4075921,.0767648,.19557877,.03455735,0,.074099995,0,3.9512436,2.8089182
1997,1,1,0,1,.11378957,2.9241605,.64364666,.73557937,.13359439,0,.066100001,0,6.9791451,2.8089182
1997,0,0,1,1,.22852297,1.2167497,.46258584,.085284427,.045829713,0,.075800002,0,6.8178306,2.8089182
1997,1,1,0,1,.18553659,.9711414,.12826099,.092586257,.020132953,0,.068700001,0,7.7084107,2.8089182
1997,0,0,1,1,1.720297,1.210664,.74676675,.12539911,.001228558,0,.068700001,0,4.6151204,2.8089182
1997,1,0,0,1,.43693662,4.399776,.001777924,.14119856,.048553742,0,.068700001,0,7.0352688,2.8089182
1997,1,0,0,1,.28468871,2.7112634,.54738885,.1700401,.012607278,0,.068700001,0,8.6513748,2.8089182
1997,0,0,0,1,.024617068,3.2687383,.74676675,.23548788,.32902285,0,.066100001,0,6.8178306,2.8089182
1997,0,1,1,1,.32173914,4.4489322,0,.01650472,.7873677,0,.0722,0,5.3327188,2.8089182
1997,1,0,1,1,1.8268703,.93353373,.50208449,.35408032,.016757539,0,.071500003,0,4.8751974,2.8089182
1997,0,0,1,1,1.1575898,1.2401736,.59724742,1.0648545,.0055580358,0,.071400002,0,7.4535618,2.8089182
1997,0,0,1,1,1.2824208,1.4091854,.30856714,.83100265,.0041419668,0,.071400002,0,7.4587626,2.8089182
1997,1,0,0,1,12.17,.79945797,0,.0067895032,.71928066,0,.074099995,0,4.1743875,2.8089182
1997,1,0,1,1,.46749321,1.5948235,.69789058,.47077826,.36952859,0,.071400002,0,5.9053617,2.8089182
1997,0,1,0,1,.046261679,1.4050704,.22709675,1.0320646,.016328473,0,.075500004,0,4.6728287,2.8089182
1997,0,1,0,1,.12913336,1.4117841,.04398698,.23902525,.019882115,0,.0722,0,2.0764685,2.8089182
1997,0,0,1,1,.83749998,3.4075921,.0767648,.19557877,.03455735,0,.075800002,0,3.583519,2.8089182
1998,0,1,1,1,2.9076316,1.3213203,.29514235,.54800093,.29391453,0,.067199998,0,3.6375861,2.7388108
1998,0,0,1,1,.53879309,1.6307329,.6107626,.1026583,.068491139,0,.067199998,0,7.5261788,2.7388108
1998,0,1,0,1,.04779201,2.2072186,.37592348,.98039472,.0099933343,0,.066700004,0,8.2892885,2.7388108
1998,1,1,0,1,.93056911,2.5119433,.12842253,.87750667,.048472375,0,.065200001,0,4.8121843,2.7388108
1998,1,0,1,0,1.1095105,1.3962282,.74676675,.81463379,.040840935,0,.067199998,0,6.8012829,2.7388108
1998,0,0,0,1,.027865961,1.5083612,.59609711,.26738587,.19366772,0,.065200001,0,6.3403592,2.7388108
1998,0,0,0,1,.091842651,2.0616534,.41850969,.040779132,.17378218,.10869812,.065499999,0,6.1800165,2.7388108
1998,1,1,0,1,.016315028,5.1246462,.45094109,.47009704,.27164197,0,.063699998,0,9.4284315,2.7388108
1998,1,1,0,1,.44604096,1.7667983,.64285934,.18036216,.32186541,0,.067199998,0,5.6801724,2.7388108
1998,0,0,0,1,.29791895,3.2485356,.33777294,1.0311791,.10441048,0,.065499999,0,4.1751752,2.7388108
1998,1,0,1,1,.63497549,2.7517848,.4457705,.25300863,.0071352981,0,.064099997,0,9.249465,2.7388108
1998,0,0,0,1,.017303206,1.5083612,.59609711,.26738587,.19366772,0,.065499999,0,6.5308776,2.7388108
1998,0,1,0,1,.1718239,1.4092492,.45933524,.11742346,.030680254,.001810286,.066700004,0,5.0689044,2.7388108
1998,1,0,0,1,.025625091,3.0520296,.069925666,.48523793,.056696486,.16996346,.0669,0,10.615113,2.7388108
1998,0,0,0,0,.7460568,1.5462466,.74676675,.31274977,.18063739,0,.064099997,0,5.7589016,2.7388108
1998,0,0,1,1,1.3493975,1.3912393,.6569348,.19052546,.0068598548,0,.066700004,0,4.4188404,2.7388108
1998,0,1,0,1,.010076336,1.5320314,.74676675,.53211981,.080418311,0,.064099997,0,6.8211074,2.7388108
1998,1,0,1,1,.57487696,1.6860623,.51859558,.038804773,.003342553,0,.064000003,0,8.9142227,2.7388108
1998,1,0,1,1,.047579944,2.0539048,.45582661,.29389396,.2466767,0,.064099997,0,7.2269359,2.7388108
1998,0,0,1,0,1.2148565,1.3962282,.74676675,.81463379,.040840935,0,.065499999,0,7.3356338,2.7388108
1998,1,1,1,1,1.6965506,2.3623481,.30900502,1.5495585,.0094465008,0,.065300003,0,10.515804,2.7388108
1998,0,0,0,1,.27054337,2.8419282,.15183946,.46376812,.000111483,0,.066700004,0,9.9513245,2.7388108
1998,1,0,0,1,.074352615,1.8496461,.74676675,.57920218,.072912775,0,.064000003,0,7.6861625,2.7388108
1998,0,0,0,0,.068706624,2.8565595,.52473706,.1771643,.38301903,0,.064000003,0,5.7589016,2.7388108
1998,0,0,1,1,.23316123,5.2602806,.10115981,.3522144,.012839819,0,.065499999,0,6.8554087,2.7388108
1998,1,0,1,1,.088187926,2.3623481,.30900502,1.5495585,.0094465008,0,.066700004,0,11.098773,2.7388108
1998,0,0,1,1,.27031249,2.2208793,.46929967,.18006645,.012219989,0,.064000003,0,7.5600805,2.7388108
1998,1,1,1,1,1.1873294,5.1246462,.45094109,.47009704,.27164197,0,.0669,0,8.2179785,2.7388108
1998,1,0,0,0,.092730537,2.7517848,.4457705,.25300863,.0071352981,0,.0669,0,9.0300169,2.7388108
1999,0,0,0,1,.66642857,1.8929331,0,1.1312202,.0092897275,.052694023,.066199996,0,4.0253515,3.8159673
1999,1,0,1,1,.12405827,2.2456899,.36876914,.26230648,.058761995,0,.073899999,0,10.24153,3.8159673
1999,1,0,0,0,.020008666,1.4916215,.74676675,.69024009,.11886559,0,.073899999,0,8.9967756,3.8159673
1999,0,0,1,1,.27041289,2.2456899,.36876914,.26230648,.058761995,0,.075500004,0,10.119606,3.8159673
1999,0,1,0,1,.030939227,2.1314566,.70952672,.53782272,.31346667,0,.069299996,0,6.8079348,3.8159673
1999,1,1,0,1,.099310637,1.6751753,.12443518,.080540247,.039624609,0,.069299996,0,10.169001,3.8159673
1999,0,1,0,1,.064666666,1.5839254,.033994723,.736534,.038666595,0,.075500004,0,3.8066626,3.8159673
1999,1,0,1,1,.95569652,2.3106833,.30817881,.28841308,.0048406362,0,.073600002,0,10.093405,3.8159673
1999,1,0,0,1,.36496186,2.3478527,.048522711,.028747361,.046090923,0,.072300002,0,10.051865,3.8159673
1999,1,0,0,1,.78203082,1.2580118,.082197554,.083209626,.22574762,.0049209292,.072300002,0,5.9635792,3.8159673
1999,1,1,0,1,.016905645,4.2045765,.090157188,.44105539,.025636228,.19064371,.073899999,0,12.176937,3.8159673
1999,0,0,0,1,.19011673,1.2185924,.0028381089,.023577264,.14819913,0,.066199996,0,5.5490761,3.8159673
1999,0,0,0,1,.036771301,3.5313697,.22065578,.48003316,.14487115,0,.071900003,0,5.4071717,3.8159673
1999,0,0,0,1,.27875647,3.5313697,.22065578,.48003316,.14487115,0,.077800006,0,5.9558372,3.8159673
1999,0,1,0,0,.84432626,.77476901,.083799824,.15516774,.064067401,0,.073600002,0,4.94876,3.8159673
1999,1,0,0,1,.011981507,2.0036168,.19482413,.30525109,.019791437,0,.072300002,0,11.937696,3.8159673
1999,1,0,0,1,.02383073,2.4115911,.24294934,1.3051238,.022438625,0,.069299996,0,8.9463749,3.8159673
1999,1,1,0,1,.59060079,1.6615982,.74676675,.28928828,.32653594,0,.073899999,0,7.096559,3.8159673
1999,1,1,0,1,.084770262,4.2045765,.090157188,.44105539,.025636228,.19064371,.064000003,0,12.440029,3.8159673
1999,1,1,0,1,1.3955042,1.6041307,.1614951,.1921391,.032494675,0,.075500004,0,10.249132,3.8159673
1999,1,0,0,1,.053170122,2.4115911,.24294934,1.3051238,.022438625,0,.069299996,0,9.0401449,3.8159673
1999,0,1,0,1,.012015899,4.2045765,.090157188,.44105539,.025636228,.19064371,.064000003,0,11.724304,3.8159673
1999,0,0,1,1,.034577515,1.7932501,.64677536,.36570594,.23637426,0,.071900003,0,8.3818312,3.8159673
1999,1,0,0,0,.26954114,2.8789601,.52456439,.35691366,.33188826,.025930656,.075500004,0,6.6080008,3.8159673
1999,1,0,1,1,.19027829,2.0714324,.30169496,.28749114,.002376437,0,.072300002,0,9.949894,3.8159673
1999,0,1,0,1,.40000001,3.5313697,.22065578,.48003316,.14487115,0,.071900003,0,5.3033047,3.8159673
1999,0,1,0,1,.024324324,3.5313697,.22065578,.48003316,.14487115,0,.073600002,0,5.9135032,3.8159673
1999,0,0,0,1,.43722555,1.3949615,.74676675,.79502201,.0046652271,.002245842,.071900003,0,6.2166061,3.8159673
1999,1,1,0,1,1.0022403,3.3086417,.49235547,.11627988,.0073824362,0,.071900003,0,6.828712,3.8159673
1999,0,0,1,1,1.6811432,1.5839254,.033994723,.736534,.038666595,0,.075500004,0,3.9803357,3.8159673
1999,1,0,0,1,3.5205097,2.6252418,.28597105,.34838119,.057365265,.09763746,.071900003,0,9.6799688,3.8159673
1999,0,1,1,1,.028750654,1.7216737,.74676675,.27208665,.12866789,0,.077800006,0,8.9427223,3.8159673
1999,0,1,0,1,.011947304,4.2045765,.090157188,.44105539,.025636228,.19064371,.071900003,0,11.22519,3.8159673
2000,1,1,0,1,.24447581,2.9436688,.41964266,.34322286,.077775925,0,.076799996,0,8.8807249,1.8843495
2000,0,0,0,1,.018333333,2.8204656,.011660041,.057561293,.7873677,.022817623,.076200001,0,5.2574954,1.8843495
2000,1,0,1,1,.058424525,2.9436688,.41964266,.34322286,.077775925,0,.074499995,0,9.1162491,1.8843495
2000,0,0,0,0,.012332439,1.8458385,.62940818,.23113424,.32489374,0,.076499999,0,7.0201907,1.8843495
2000,1,0,0,1,.13972263,2.1970289,.27252913,.17531361,.0045610638,0,.076799996,0,10.304008,1.8843495
2000,1,0,0,1,.028236184,2.6679492,.22201526,1.3979691,.0059484472,0,.076799996,0,11.820623,1.8843495
2000,0,1,0,1,.1397284,12.255002,.03878352,.18259197,.49085739,.015110853,.075500004,0,7.1024995,1.8843495
2000,0,1,0,1,.43269232,6.1033001,.11506809,.15608731,.038596317,.13109732,.075500004,0,5.7430034,1.8843495
2000,0,1,0,1,.034286816,3.6722608,.40084586,.53885031,.10679896,0,.079899997,0,7.5404344,1.8843495
2000,1,1,0,1,.015384823,5.7890611,.1073372,.368588,.046834301,.12358478,.076799996,0,12.110866,1.8843495
2000,1,0,1,1,.22865319,7.1649704,.74676675,.5474841,.10595959,0,.076200001,0,10.200179,1.8843495
2000,1,0,1,1,.040367957,2.0938332,.15238492,.37034434,.0096187629,0,.075500004,0,11.541445,1.8843495
2000,0,1,0,1,.34722725,19.009268,0,.037333958,.76600933,.025493981,.076799996,0,7.7488914,1.8843495
2000,0,1,1,1,.64375001,1.0568531,.52809387,.094432399,.0045332098,0,.076200001,0,4.3820267,1.8843495
2001,0,0,0,0,.091244236,3.3592236,0,.1175376,.28066266,0,.071000002,0,5.3798971,1.5603666
2001,1,1,1,1,1.7389172,1.8414822,.16830488,1.249193,.028392944,0,.067699999,1,5.0562458,1.5603666
2001,1,1,1,1,.27956802,1.1579789,.0097705713,.70892906,.068854392,0,.072899997,0,3.6586747,1.5603666
2001,0,0,1,1,.63621867,1.5806876,.66708171,.62542778,.033121798,0,.065499999,1,6.7776465,1.5603666
2001,1,0,0,1,.03072919,.96045059,.21170259,.10069178,.00393232,0,.069699995,1,10.164851,1.5603666
2001,0,0,1,1,.06526316,2.5480065,.043727268,.067401044,.10483365,0,.071000002,0,5.2470241,1.5603666
2002,1,1,0,1,.37729234,3.4218259,.52536583,.18591301,.1203805,0,.065300003,1,9.1460152,1.3247328
2002,1,0,0,1,.08737231,1.2134521,.66648775,.82954055,.13922285,0,.066300005,1,7.3051882,1.3247328
2002,1,1,0,1,.26952046,1.9741044,.08323922,.095926821,.14960235,0,.066300005,1,9.5098524,1.3247328
2003,0,0,0,1,.017474288,1.0969716,.11370164,.10976199,.0070347679,0,.052199997,1,11.157721,1.9456068
2004,1,0,0,1,1.1545091,1.0675421,.12016284,1.6245083,.074787304,0,.053600002,1,10.427002,1.9938138
2004,0,0,1,1,.15350877,2.9272256,.16917548,.30993932,.006056685,0,.055199999,1,6.81564,1.9938138
2004,0,0,0,0,.085755624,2.8611095,.093372896,.44764468,.26145649,.01598436,.053300001,1,5.7397928,1.9938138
2005,1,0,0,1,.1111361,1.55971,.38517946,1.0542339,.11025871,0,.054200001,1,11.131723,1.7681546
2005,1,0,0,1,.036259096,1.55971,.38517946,1.0542339,.11025871,0,.050900001,1,10.506436,1.7681546
2005,0,0,1,0,.36752033,1.2014811,.36358401,.38707981,.18474813,0,.0535,1,8.7043362,1.7681546
2005,1,0,1,1,.083283663,1.4497439,.214958,1.1178852,.013798672,0,.054000001,1,11.532806,1.7681546
2005,1,0,1,1,.37354583,1.2784847,.016971152,.27728549,.075853743,.0043748338,.0506,1,5.5254531,1.7681546
2005,0,0,0,1,.06202741,2.6884518,.15553562,.28363645,.003585268,0,.0506,1,9.0435772,1.7681546
2005,1,0,0,1,.06289494,1.55971,.38517946,1.0542339,.11025871,0,.0537,1,11.144756,1.7681546
2005,1,0,0,1,.020528113,1.1227065,.17070206,.041948147,.028317491,0,.052900001,1,10.022737,1.7681546
2005,0,0,1,1,.32568806,1.6410125,.57946324,1.4616435,.001524888,0,.0537,1,4.6913481,1.7681546
2005,1,0,0,0,.33403736,1.3204587,.53748149,.88774562,.022802416,0,.052900001,1,8.53405,1.7681546
2005,1,0,0,1,.011139368,1.55971,.38517946,1.0542339,.11025871,0,.0513,1,10.538714,1.7681546
2006,0,1,0,1,3.1950002,2.2387388,.59218079,1.5464232,.12167132,0,.055100001,1,4.6634393,2.0260632
2006,1,0,0,1,.22276992,1.3410649,.72767913,1.0892836,.054609157,0,.053300001,1,8.7121019,2.0260632
2006,0,0,1,1,.067354962,1.3410649,.72767913,1.0892836,.054609157,0,.0535,1,7.6177597,2.0260632
2006,1,0,1,1,.20403092,1.463449,.62372237,1.0333691,.041448921,0,.055100001,1,8.3742466,2.0260632
2006,1,0,0,1,.013440376,1.159332,.20113082,.54454082,.086781047,.00045817901,.059499998,1,11.249259,2.0260632
2006,0,0,0,1,.53154904,2.5233834,.74676675,1.2287095,.048222847,0,.058400001,1,7.5416832,2.0260632
2006,0,0,0,0,.057921343,2.3817337,.20477341,.26214939,.0047718259,0,.058400001,1,8.7532139,2.0260632
2006,0,0,0,1,.8592971,2.2295761,.74676675,1.6741102,.078845337,.0021515021,.054000001,1,6.089045,2.0260632
2006,0,0,1,1,.056264311,1.3410649,.72767913,1.0892836,.054609157,0,.059499998,1,8.0251894,2.0260632
2006,1,0,1,1,.84303838,2.1099246,.47822183,1.1874288,.01583224,.000943041,.053300001,1,8.8352108,2.0260632
2006,1,0,1,1,.6991697,1.2764151,.17932186,1.0247611,.0084047457,.00089266099,.058400001,1,11.551559,2.0260632
2006,0,0,0,1,.031402439,7.7353578,.015824907,.30490363,.097699903,.042172544,.059499998,1,7.5847731,2.0260632
2006,0,0,1,1,.309995,1.3410649,.72767913,1.0892836,.054609157,0,.058899999,1,8.2920475,2.0260632
2006,0,0,0,1,.013772955,1.2321298,.55264992,.58374685,.030978968,0,.055100001,1,6.3952618,2.0260632
2007,1,0,0,1,.24616963,1.5717191,.20701757,.97667783,.068016499,0,.057300001,1,6.9782138,1.8764176
2007,0,0,1,1,4.0080981,1.5000532,.68600476,.93674409,.0042983182,0,.0539,1,6.5117455,1.8764176
2007,0,0,0,1,.01070503,1.4256992,.25353923,.3329016,.011222318,0,.054699998,1,10.882678,1.8764176
2007,1,0,1,1,.64455324,1.4816703,.66773158,.89743912,.029982721,0,.0579,1,6.3664703,1.8764176
2007,0,0,0,1,.57475084,1.3871903,.27331689,1.6741102,.014292765,0,.053300001,1,5.7071104,1.8764176
2007,0,0,0,1,.67105263,2.0479434,.74676675,1.6741102,.034397926,0,.0539,1,5.9401712,1.8764176
2007,0,0,0,1,.067199998,7.6499481,0,.43117359,.13134138,.15387073,.054699998,1,5.1647859,1.8764176
2007,0,0,0,1,.050000001,1.5892066,.066088267,.10613458,.30070302,0,.057300001,1,4.3820267,1.8764176
2007,0,0,0,1,.041666668,1.5892066,.066088267,.10613458,.30070302,0,.056599997,1,4.2766662,1.8764176
2007,0,0,1,1,.012055221,1.5261093,.65684295,.98443002,.1533021,0,.0579,1,8.545392,1.8764176
2007,1,0,0,1,.021637799,1.3971976,.18498415,.74694604,.0089345761,.00082399102,.057300001,1,12.428776,1.8764176
2007,0,0,0,1,.044642858,1.5892066,.066088267,.10613458,.30070302,0,.053000003,1,4.0253515,1.8764176
2007,0,0,0,1,5.3107691,1.6511334,.0080697462,.47942936,.27883855,.025866417,.056599997,1,2.5649493,1.8764176
2007,1,0,1,1,1.1499889,4.2967081,.64409465,.77147567,.23721094,.028012792,.053000003,1,8.5967436,1.8764176
2007,1,0,1,1,.092561461,1.7857716,.67941773,1.0863686,0,0,.0579,1,8.8530941,1.8764176
2007,0,0,0,0,.015789473,1.5892066,.066088267,.10613458,.30070302,0,.054400001,1,4.3307333,1.8764176
2008,0,0,0,1,.10953441,2.3967018,.74676675,.77201325,.029472517,0,.056399997,1,8.2710371,1.1677568
2008,0,1,1,1,.20457894,4.150661,.74676675,.54659814,.0000673666,0,.056700002,1,5.2470241,1.1677568
2008,1,1,0,1,.19552447,1.0550183,.22069788,.046227258,.025648672,0,.050500002,1,4.9628448,1.1677568
2008,0,0,1,1,.082518801,1.3225837,.57455695,.65292901,.026358923,0,.055100001,1,6.2766433,1.1677568
2008,1,0,0,1,.12235688,.9217633,.17483465,.11583915,.033314206,0,.056799997,1,9.6008949,1.1677568
2008,0,0,0,0,.039534885,.84496129,.056570735,.12207557,.088745415,0,.0557,1,3.7612002,1.1677568
2008,1,1,0,1,.35817567,1.0550183,.22069788,.046227258,.025648672,0,.055100001,1,4.9972124,1.1677568
2009,1,0,1,1,.089967094,1.4732224,.66899729,1.1824878,.037031949,0,.0561,1,8.2016602,1.4801245
2009,1,0,0,1,.039023969,.75319833,.3603653,.83200574,.063362628,0,.052600004,1,9.5332203,1.4801245
2009,0,0,0,1,2.110652,1.0723357,.26702178,.42187458,.010573631,0,.052600004,1,9.3177586,1.4801245
2009,0,0,1,0,3.234863,.92004311,.31407726,.0067895032,.17892596,0,.052600004,1,7.3815017,1.4801245
2009,1,0,1,1,.037589975,1.4732224,.66899729,1.1824878,.037031949,0,.0515,1,8.2297773,1.4801245
2009,0,0,0,1,.14407349,1.4732224,.66899729,1.1824878,.037031949,0,.052600004,1,8.4035769,1.4801245
2009,1,0,1,1,.27737436,1.4732224,.66899729,1.1824878,.037031949,0,.052600004,1,8.3330297,1.4801245
2010,1,0,0,1,2.1300669,1.0608495,.32148829,.68948942,.0071714292,0,.049600001,1,9.2551222,1.7134167
2010,0,0,1,1,.14154503,1.4963951,.68574363,1.0918822,.11622237,0,.045300003,1,8.6139565,1.7134167
2010,1,0,0,1,.28694445,1.1723168,.21357615,.065397352,.040976822,.007450331,.048699997,1,5.1929569,1.7134167
2010,0,0,0,1,.047916666,1.2905295,.40180656,.64997619,.22051357,0,.0504,1,6.8669333,1.7134167
2010,1,0,1,1,12.17,2.3991294,.74676675,.59568524,.048565544,0,.0504,1,4.9836068,1.7134167
2010,0,0,0,1,.61009175,1.1723168,.21357615,.065397352,.040976822,.007450331,.049600001,1,5.3844953,1.7134167
2010,0,0,0,1,.017777778,4.3021612,.001855601,.29807693,.76147097,.21293016,.048800003,1,4.4998097,1.7134167
2011,0,0,0,1,.3625209,2.8014369,.005554087,.29203242,.4518078,.019067306,.038699999,1,7.4916453,1.6324359
2011,1,0,0,1,.24031365,1.2013987,.33197075,.74095523,.0078474563,0,.049600001,1,9.4535217,1.6324359
2011,1,0,1,1,.33300403,1.5460196,.63297427,.99126273,.0037256579,0,.040900003,1,8.8085184,1.6324359
2011,0,0,1,1,1.8266753,2.6340425,.74676675,.62707895,.04008935,0,.052199997,1,5.9454207,1.6324359
2011,0,0,1,1,.12091411,1.3009089,.51113003,.61579591,.066496439,0,.040900003,1,10.119042,1.6324359
2011,0,0,0,1,.010075097,1.3009089,.51113003,.61579591,.066496439,0,.0513,1,10.084517,1.6324359
2011,1,0,1,0,.7433629,1.2147299,.74676675,1.5012567,.073728308,0,.049600001,1,8.308692,1.6324359
2011,0,1,0,1,.12193133,6.9969902,.0002257,.31014895,.61969608,.18127444,.039799999,1,5.4510384,1.6324359
2011,1,0,0,1,.69410491,1.140408,.42174968,.079462789,.020145494,.0041037118,.049899999,1,5.7807436,1.6324359
2012,1,0,1,1,.65076709,1.2102062,.33177185,1.0910031,.13674566,.00137779,.0348,1,6.5750756,1.8579526
2012,1,0,1,1,.57058096,1.4411014,.73339063,.88233846,.0885242,0,.039900001,1,6.3421216,1.8579526
2012,0,1,1,1,1.020448,1.022496,.49678954,.62732452,.2049242,0,.035,1,8.1931238,1.8579526
2012,0,0,0,1,.89080459,.90209979,.53807569,.07820724,.057236843,.0070723682,.036400001,1,5.1590552,1.8579526
2013,1,0,1,1,.24955571,1.4185544,.74676675,.30364761,.0083763879,0,.038900003,1,7.2882442,2.5928819
2013,0,0,0,1,.038914323,2.3939061,.37826419,.19750459,.22286609,.019514987,.046300001,1,8.0255165,2.5928819
2013,0,0,1,1,.069888182,1.3258356,.74676675,.37679145,.072951898,0,.0462,1,7.1324978,2.5928819
2013,1,0,1,1,.32745591,1.058639,.70109427,.11842637,.023520298,0,.046399999,1,6.6770835,2.5928819
2013,0,0,1,1,.40176779,1.0093381,.47692567,.80940914,.074803181,0,.044899996,1,8.5127831,2.5928819
2014,1,0,1,1,.69394076,1.4950755,.64711821,1.3460463,.049013518,0,.0416,1,9.2557917,2.3875518
2014,0,0,1,0,.40247679,1.4335814,.17810948,.60295099,.26141796,.010704697,.037900001,1,5.7776523,2.3875518
2014,1,1,1,1,.27856967,1.3654859,.69368732,1.0216954,.0031767599,0,.0416,1,6.6982679,2.3875518
2014,0,0,1,1,.016000001,3.0389249,.21973002,.14475745,.36520043,.21365117,.037900001,1,5.7037826,2.3875518
2014,0,0,0,1,.084375001,1.7262088,.13250975,.048783559,.19489534,.082130693,.044499997,1,7.377759,2.3875518
1993,1,1,1,1,.015410397,1.3173909,.32325041,1.2064501,.017751494,0,.073299997,0,7.9807076,1.696529
1993,0,0,0,1,.15719047,1.3499813,.19607125,.74617946,.12444648,0,.066599995,0,4.6103067,1.696529
1993,0,1,1,1,.027674045,2.837415,.082913689,.61722684,.10457899,0,.071699999,0,4.0940781,1.696529
1993,0,0,1,1,.1375,2.0231962,.4483254,.60482198,.10665842,0,.069299996,0,4.9126549,1.696529
1993,1,0,1,1,.62325811,1.1413146,.4253093,.99755371,.02601571,0,.066700004,0,5.7365723,1.696529
1993,1,1,0,1,.077063024,1.1538836,.31021076,.99140847,.007461681,0,.071699999,0,5.3791389,1.696529
1993,1,1,1,1,.065250486,2.9381714,.092119008,.52989054,.03398779,.015563988,.077100001,0,3.8737447,1.696529
1993,0,0,0,1,.33098534,1.1004562,.10373349,.41994232,.12076946,0,.074600004,0,3.0601263,1.696529
1993,0,0,1,1,.035015754,1.2348906,.31065732,1.3180937,.02371742,0,.074600004,0,7.0408368,1.696529
1993,0,1,0,1,.49366668,4.3550272,.001460159,.24363787,.099916562,.055903211,.069299996,0,3.4011974,1.696529
1993,0,1,0,1,.063378587,1.2075702,.20249636,.93513733,.020328537,0,.068499997,0,6.0544662,1.696529
1994,0,0,0,1,.18666667,7.335813,.21485528,.39515653,.23641466,0,.081099994,0,2.7080503,1.4237459
1994,0,0,1,1,.45866418,1.5357897,.016623542,1.0332327,.1704236,0,.083400004,0,5.6847119,1.4237459
1994,1,1,0,1,.10775931,1.5109788,.56450933,.75024742,.019519936,0,.070799999,0,7.1412449,1.4237459
